"Date Time, GMT-05:00","Temp, °C","Lluvia, mm","Total acumulativo: Lluvia, mm","Coupler Detached","Coupler Attached","Host Connected","End Of File"
2024/12/18 05:31:29,-0.549,,,,,,
2024/12/18 05:36:29,-0.549,,,,,,
2024/12/18 05:41:29,-0.437,,,,,,
2024/12/18 05:46:29,-0.213,,,,,,
2024/12/18 05:51:29,-0.213,,,,,,
2024/12/18 05:56:29,-0.213,,,,,,
2024/12/18 06:01:29,0.121,,,,,,
2024/12/18 06:06:29,0.343,,,,,,
2024/12/18 06:11:29,0.674,,,,,,
2024/12/18 06:16:29,1.003,,,,,,
2024/12/18 06:21:29,0.893,,,,,,
2024/12/18 06:26:29,0.784,,,,,,
2024/12/18 06:31:29,1.003,,,,,,
2024/12/18 06:36:29,1.221,,,,,,
2024/12/18 06:41:29,1.439,,,,,,
2024/12/18 06:46:29,1.872,,,,,,
2024/12/18 06:51:29,2.195,,,,,,
2024/12/18 06:56:29,2.837,,,,,,
2024/12/18 07:01:29,3.261,,,,,,
2024/12/18 07:06:29,3.367,,,,,,
2024/12/18 07:11:29,3.893,,,,,,
2024/12/18 07:16:29,4.415,,,,,,
2024/12/18 07:21:29,4.831,,,,,,
2024/12/18 07:26:29,5.037,,,,,,
2024/12/18 07:31:29,5.244,,,,,,
2024/12/18 07:36:29,5.450,,,,,,
2024/12/18 07:41:29,5.347,,,,,,
2024/12/18 07:46:29,5.244,,,,,,
2024/12/18 07:51:29,5.037,,,,,,
2024/12/18 07:56:29,5.244,,,,,,
2024/12/18 08:01:29,5.347,,,,,,
2024/12/18 08:06:29,5.860,,,,,,
2024/12/18 08:11:29,6.166,,,,,,
2024/12/18 08:16:29,6.370,,,,,,
2024/12/18 08:21:29,6.268,,,,,,
2024/12/18 08:26:29,6.471,,,,,,
2024/12/18 08:31:29,7.079,,,,,,
2024/12/18 08:36:29,7.381,,,,,,
2024/12/18 08:41:29,7.381,,,,,,
2024/12/18 08:46:29,7.179,,,,,,
2024/12/18 08:51:29,6.978,,,,,,
2024/12/18 08:56:29,7.280,,,,,,
2024/12/18 09:01:29,7.481,,,,,,
2024/12/18 09:06:29,7.782,,,,,,
2024/12/18 09:11:29,8.082,,,,,,
2024/12/18 09:16:29,7.983,,,,,,
2024/12/18 09:21:29,7.782,,,,,,
2024/12/18 09:26:29,8.082,,,,,,
2024/12/18 09:31:29,7.481,,,,,,
2024/12/18 09:36:29,7.179,,,,,,
2024/12/18 09:41:29,7.079,,,,,,
2024/12/18 09:46:29,6.978,,,,,,
2024/12/18 09:51:29,7.079,,,,,,
2024/12/18 09:56:29,7.079,,,,,,
2024/12/18 10:01:29,6.877,,,,,,
2024/12/18 10:06:29,6.877,,,,,,
2024/12/18 10:11:29,6.775,,,,,,
2024/12/18 10:16:29,6.674,,,,,,
2024/12/18 10:21:29,6.674,,,,,,
2024/12/18 10:26:29,6.877,,,,,,
2024/12/18 10:31:29,6.978,,,,,,
2024/12/18 10:36:29,6.978,,,,,,
2024/12/18 10:41:29,6.573,,,,,,
2024/12/18 10:46:29,5.962,,,,,,
2024/12/18 10:51:29,5.037,,,,,,
2024/12/18 10:56:29,5.037,,,,,,
2024/12/18 11:01:29,4.831,,,,,,
2024/12/18 11:06:29,4.623,,,,,,
2024/12/18 11:11:29,4.415,,,,,,
2024/12/18 11:16:29,3.893,,,,,,
2024/12/18 11:21:29,2.088,,,,,,
2024/12/18 11:26:29,2.303,,,,,,
2024/12/18 11:31:29,1.980,,,,,,
2024/12/18 11:36:29,2.303,,,,,,
2024/12/18 11:41:29,2.195,,,,,,
2024/12/18 11:46:29,1.980,,,,,,
2024/12/18 11:51:29,1.764,,,,,,
2024/12/18 11:56:29,1.548,,,,,,
2024/12/18 12:01:29,1.439,,,,,,
2024/12/18 12:06:29,1.439,,,,,,
2024/12/18 12:11:29,1.764,,,,,,
2024/12/18 12:16:29,2.088,,,,,,
2024/12/18 12:21:29,2.517,,,,,,
2024/12/18 12:26:29,2.410,,,,,,
2024/12/18 12:31:29,2.303,,,,,,
2024/12/18 12:36:29,2.624,,,,,,
2024/12/18 12:37:29,,4.4,,,,,
2024/12/18 12:41:29,2.517,,,,,,
2024/12/18 12:46:29,2.624,,,,,,
2024/12/18 12:51:29,2.730,,,,,,
2024/12/18 12:56:29,2.837,,,,,,
2024/12/18 13:01:29,2.837,,,,,,
2024/12/18 13:01:35,,4.6,,,,,
2024/12/18 13:06:29,3.049,,,,,,
2024/12/18 13:11:29,3.261,,,,,,
2024/12/18 13:16:29,3.155,,,,,,
2024/12/18 13:20:50,,4.8,,,,,
2024/12/18 13:21:29,2.837,,,,,,
2024/12/18 13:26:29,2.517,,,,,,
2024/12/18 13:31:29,2.088,,,,,,
2024/12/18 13:36:29,1.548,,,,,,
2024/12/18 13:41:29,1.221,,,,,,
2024/12/18 13:46:29,1.330,,,,,,
2024/12/18 13:49:09,,5.0,,,,,
2024/12/18 13:50:55,,5.2,,,,,
2024/12/18 13:51:29,1.980,,,,,,
2024/12/18 13:53:00,,5.4,,,,,
2024/12/18 13:54:08,,5.6,,,,,
2024/12/18 13:55:41,,5.8,,,,,
2024/12/18 13:56:29,2.410,,,,,,
2024/12/18 13:57:32,,6.0,,,,,
2024/12/18 14:00:51,,6.2,,,,,
2024/12/18 14:01:29,2.837,,,,,,
2024/12/18 14:06:29,3.155,,,,,,
2024/12/18 14:11:29,3.261,,,,,,
2024/12/18 14:16:29,3.367,,,,,,
2024/12/18 14:21:29,3.578,,,,,,
2024/12/18 14:26:29,3.472,,,,,,
2024/12/18 14:31:29,3.578,,,,,,
2024/12/18 14:36:29,3.788,,,,,,
2024/12/18 14:41:29,3.998,,,,,,
2024/12/18 14:46:29,3.998,,,,,,
2024/12/18 14:51:29,4.102,,,,,,
2024/12/18 14:56:29,4.311,,,,,,
2024/12/18 15:01:29,4.415,,,,,,
2024/12/18 15:06:29,4.519,,,,,,
2024/12/18 15:11:29,4.727,,,,,,
2024/12/18 15:16:29,4.727,,,,,,
2024/12/18 15:21:29,4.519,,,,,,
2024/12/18 15:26:29,4.519,,,,,,
2024/12/18 15:31:29,4.623,,,,,,
2024/12/18 15:36:29,4.727,,,,,,
2024/12/18 15:41:29,4.727,,,,,,
2024/12/18 15:46:29,4.623,,,,,,
2024/12/18 15:51:29,4.727,,,,,,
2024/12/18 15:56:29,4.934,,,,,,
2024/12/18 16:01:29,4.727,,,,,,
2024/12/18 16:06:29,4.727,,,,,,
2024/12/18 16:11:29,4.831,,,,,,
2024/12/18 16:16:29,4.727,,,,,,
2024/12/18 16:21:29,4.623,,,,,,
2024/12/18 16:26:29,4.311,,,,,,
2024/12/18 16:31:29,4.207,,,,,,
2024/12/18 16:36:29,3.893,,,,,,
2024/12/18 16:41:29,3.472,,,,,,
2024/12/18 16:46:29,3.472,,,,,,
2024/12/18 16:51:29,3.367,,,,,,
2024/12/18 16:56:29,3.261,,,,,,
2024/12/18 17:01:29,3.261,,,,,,
2024/12/18 17:06:29,3.155,,,,,,
2024/12/18 17:11:29,3.261,,,,,,
2024/12/18 17:16:29,3.261,,,,,,
2024/12/18 17:21:29,3.155,,,,,,
2024/12/18 17:26:29,3.049,,,,,,
2024/12/18 17:31:29,2.837,,,,,,
2024/12/18 17:36:29,2.624,,,,,,
2024/12/18 17:41:29,2.517,,,,,,
2024/12/18 17:46:29,2.410,,,,,,
2024/12/18 17:51:29,2.410,,,,,,
2024/12/18 17:56:29,2.195,,,,,,
2024/12/18 18:01:29,1.980,,,,,,
2024/12/18 18:06:29,1.764,,,,,,
2024/12/18 18:11:29,1.656,,,,,,
2024/12/18 18:16:29,1.548,,,,,,
2024/12/18 18:21:29,1.439,,,,,,
2024/12/18 18:26:29,1.330,,,,,,
2024/12/18 18:31:29,1.112,,,,,,
2024/12/18 18:36:29,0.893,,,,,,
2024/12/18 18:41:29,0.563,,,,,,
2024/12/18 18:46:29,0.232,,,,,,
2024/12/18 18:51:29,0.010,,,,,,
2024/12/18 18:56:29,0.010,,,,,,
2024/12/18 19:01:29,-0.102,,,,,,
2024/12/18 19:06:29,-0.102,,,,,,
2024/12/18 19:11:29,-0.102,,,,,,
2024/12/18 19:16:29,-0.102,,,,,,
2024/12/18 19:21:29,-0.102,,,,,,
2024/12/18 19:26:29,-0.102,,,,,,
2024/12/18 19:31:29,-0.102,,,,,,
2024/12/18 19:36:29,-0.102,,,,,,
2024/12/18 19:41:29,-0.102,,,,,,
2024/12/18 19:46:29,-0.102,,,,,,
2024/12/18 19:51:29,-0.102,,,,,,
2024/12/18 19:56:29,-0.213,,,,,,
2024/12/18 20:01:29,-0.325,,,,,,
2024/12/18 20:06:29,-0.437,,,,,,
2024/12/18 20:11:29,-0.437,,,,,,
2024/12/18 20:16:29,-0.437,,,,,,
2024/12/18 20:21:29,-0.549,,,,,,
2024/12/18 20:26:29,-0.437,,,,,,
2024/12/18 20:31:29,-0.437,,,,,,
2024/12/18 20:36:29,-0.102,,,,,,
2024/12/18 20:41:29,-0.213,,,,,,
2024/12/18 20:46:29,0.010,,,,,,
2024/12/18 20:51:29,0.453,,,,,,
2024/12/18 20:56:29,0.563,,,,,,
2024/12/18 21:01:29,0.674,,,,,,
2024/12/18 21:06:29,0.784,,,,,,
2024/12/18 21:11:29,0.893,,,,,,
2024/12/18 21:16:29,0.563,,,,,,
2024/12/18 21:21:29,0.563,,,,,,
2024/12/18 21:26:29,0.674,,,,,,
2024/12/18 21:31:29,0.343,,,,,,
2024/12/18 21:36:29,0.453,,,,,,
2024/12/18 21:41:29,0.453,,,,,,
2024/12/18 21:46:29,0.343,,,,,,
2024/12/18 21:51:29,0.121,,,,,,
2024/12/18 21:56:29,-0.102,,,,,,
2024/12/18 22:01:29,-0.325,,,,,,
2024/12/18 22:06:29,-0.437,,,,,,
2024/12/18 22:11:29,-0.437,,,,,,
2024/12/18 22:16:29,-0.325,,,,,,
2024/12/18 22:21:29,-0.325,,,,,,
2024/12/18 22:26:29,-0.437,,,,,,
2024/12/18 22:31:29,-0.549,,,,,,
2024/12/18 22:36:29,-0.662,,,,,,
2024/12/18 22:41:29,-0.774,,,,,,
2024/12/18 22:46:29,-0.887,,,,,,
2024/12/18 22:51:29,-0.887,,,,,,
2024/12/18 22:56:29,-0.887,,,,,,
2024/12/18 23:01:29,-1.001,,,,,,
2024/12/18 23:06:29,-0.887,,,,,,
2024/12/18 23:11:29,-0.774,,,,,,
2024/12/18 23:16:29,-0.549,,,,,,
2024/12/18 23:21:29,-0.549,,,,,,
2024/12/18 23:26:29,-0.549,,,,,,
2024/12/18 23:31:29,-0.437,,,,,,
2024/12/18 23:36:29,-0.549,,,,,,
2024/12/18 23:41:29,-0.549,,,,,,
2024/12/18 23:46:29,-0.549,,,,,,
2024/12/18 23:51:29,-0.662,,,,,,
2024/12/18 23:56:29,-0.662,,,,,,
2024/12/19 00:00:00,,,0.0,,,,
2024/12/19 00:01:29,-0.662,,,,,,
2024/12/19 00:06:29,-0.549,,,,,,
2024/12/19 00:11:29,-0.662,,,,,,
2024/12/19 00:16:29,-0.662,,,,,,
2024/12/19 00:21:29,-0.549,,,,,,
2024/12/19 00:26:29,-0.549,,,,,,
2024/12/19 00:31:29,-0.437,,,,,,
2024/12/19 00:36:29,-0.437,,,,,,
2024/12/19 00:41:29,-0.549,,,,,,
2024/12/19 00:46:29,-0.549,,,,,,
2024/12/19 00:51:29,-0.662,,,,,,
2024/12/19 00:56:29,-0.549,,,,,,
2024/12/19 01:01:29,-0.437,,,,,,
2024/12/19 01:06:29,-0.325,,,,,,
2024/12/19 01:11:29,-0.213,,,,,,
2024/12/19 01:16:29,-0.213,,,,,,
2024/12/19 01:21:29,-0.102,,,,,,
2024/12/19 01:26:29,-0.102,,,,,,
2024/12/19 01:31:29,-0.213,,,,,,
2024/12/19 01:36:29,-0.213,,,,,,
2024/12/19 01:41:29,-0.102,,,,,,
2024/12/19 01:46:29,-0.102,,,,,,
2024/12/19 01:51:29,-0.102,,,,,,
2024/12/19 01:56:29,-0.102,,,,,,
2024/12/19 02:01:29,-0.213,,,,,,
2024/12/19 02:06:29,-0.549,,,,,,
2024/12/19 02:11:29,-0.549,,,,,,
2024/12/19 02:16:29,-0.549,,,,,,
2024/12/19 02:21:29,-0.662,,,,,,
2024/12/19 02:26:29,-0.887,,,,,,
2024/12/19 02:31:29,-1.001,,,,,,
2024/12/19 02:36:29,-1.228,,,,,,
2024/12/19 02:41:29,-1.456,,,,,,
2024/12/19 02:46:29,-1.341,,,,,,
2024/12/19 02:51:29,-1.228,,,,,,
2024/12/19 02:56:29,-1.228,,,,,,
2024/12/19 03:01:29,-1.001,,,,,,
2024/12/19 03:06:29,-1.001,,,,,,
2024/12/19 03:11:29,-1.114,,,,,,
2024/12/19 03:16:29,-1.114,,,,,,
2024/12/19 03:21:29,-1.001,,,,,,
2024/12/19 03:26:29,-0.774,,,,,,
2024/12/19 03:31:29,-0.887,,,,,,
2024/12/19 03:36:29,-0.662,,,,,,
2024/12/19 03:41:29,-0.549,,,,,,
2024/12/19 03:46:29,-0.437,,,,,,
2024/12/19 03:51:29,-0.662,,,,,,
2024/12/19 03:56:29,-0.549,,,,,,
2024/12/19 04:01:29,-0.662,,,,,,
2024/12/19 04:06:29,-1.001,,,,,,
2024/12/19 04:11:29,-1.114,,,,,,
2024/12/19 04:16:29,-0.774,,,,,,
2024/12/19 04:21:29,-0.437,,,,,,
2024/12/19 04:26:29,-0.325,,,,,,
2024/12/19 04:31:29,-0.437,,,,,,
2024/12/19 04:36:29,-0.437,,,,,,
2024/12/19 04:41:29,-0.213,,,,,,
2024/12/19 04:46:29,-0.102,,,,,,
2024/12/19 04:51:29,0.010,,,,,,
2024/12/19 04:56:29,-0.102,,,,,,
2024/12/19 05:01:29,-0.102,,,,,,
2024/12/19 05:06:29,0.010,,,,,,
2024/12/19 05:11:29,0.121,,,,,,
2024/12/19 05:16:29,0.232,,,,,,
2024/12/19 05:21:29,0.121,,,,,,
2024/12/19 05:26:29,0.010,,,,,,
2024/12/19 05:31:29,0.010,,,,,,
2024/12/19 05:36:29,0.121,,,,,,
2024/12/19 05:41:29,0.121,,,,,,
2024/12/19 05:46:29,0.121,,,,,,
2024/12/19 05:51:29,0.232,,,,,,
2024/12/19 05:56:29,0.343,,,,,,
2024/12/19 06:01:29,0.232,,,,,,
2024/12/19 06:06:29,0.343,,,,,,
2024/12/19 06:11:29,0.453,,,,,,
2024/12/19 06:16:29,0.893,,,,,,
2024/12/19 06:21:29,1.112,,,,,,
2024/12/19 06:26:29,1.221,,,,,,
2024/12/19 06:31:29,1.548,,,,,,
2024/12/19 06:36:29,1.872,,,,,,
2024/12/19 06:41:29,2.195,,,,,,
2024/12/19 06:46:29,2.195,,,,,,
2024/12/19 06:51:29,2.303,,,,,,
2024/12/19 06:56:29,2.517,,,,,,
2024/12/19 07:01:29,3.049,,,,,,
2024/12/19 07:06:29,3.261,,,,,,
2024/12/19 07:11:29,3.367,,,,,,
2024/12/19 07:16:29,3.578,,,,,,
2024/12/19 07:21:29,3.683,,,,,,
2024/12/19 07:26:29,3.998,,,,,,
2024/12/19 07:31:29,4.207,,,,,,
2024/12/19 07:36:29,4.727,,,,,,
2024/12/19 07:41:29,5.347,,,,,,
2024/12/19 07:46:29,5.655,,,,,,
2024/12/19 07:51:29,5.655,,,,,,
2024/12/19 07:56:29,5.757,,,,,,
2024/12/19 08:01:29,5.860,,,,,,
2024/12/19 08:06:29,5.962,,,,,,
2024/12/19 08:11:29,6.166,,,,,,
2024/12/19 08:16:29,6.370,,,,,,
2024/12/19 08:21:29,6.471,,,,,,
2024/12/19 08:26:29,6.573,,,,,,
2024/12/19 08:31:29,6.775,,,,,,
2024/12/19 08:36:29,6.573,,,,,,
2024/12/19 08:41:29,6.775,,,,,,
2024/12/19 08:46:29,6.978,,,,,,
2024/12/19 08:51:29,6.978,,,,,,
2024/12/19 08:56:29,6.877,,,,,,
2024/12/19 09:01:29,6.978,,,,,,
2024/12/19 09:06:29,7.079,,,,,,
2024/12/19 09:11:29,7.079,,,,,,
2024/12/19 09:16:29,7.179,,,,,,
2024/12/19 09:21:29,7.280,,,,,,
2024/12/19 09:26:29,7.481,,,,,,
2024/12/19 09:31:29,7.481,,,,,,
2024/12/19 09:36:29,7.782,,,,,,
2024/12/19 09:41:29,7.983,,,,,,
2024/12/19 09:46:29,8.481,,,,,,
