"Título de trazado: Asa_P01"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, mm (LGR S/N: 21471862, SEN S/N: 21560958)"
286,08/12/25 09:47:25 AM,0.00
287,08/12/25 09:52:25 AM,0.00
288,08/12/25 09:57:25 AM,0.00
289,08/12/25 10:02:25 AM,0.00
290,08/12/25 10:07:25 AM,0.00
291,08/12/25 10:12:25 AM,0.00
292,08/12/25 10:17:25 AM,0.00
293,08/12/25 10:22:25 AM,0.00
294,08/12/25 10:27:25 AM,0.00
295,08/12/25 10:32:25 AM,0.00
296,08/12/25 10:37:25 AM,0.00
297,08/12/25 10:42:25 AM,0.00
298,08/12/25 10:47:25 AM,0.00
299,08/12/25 10:52:25 AM,0.00
300,08/12/25 10:57:25 AM,0.00
301,08/12/25 11:02:25 AM,0.00
302,08/12/25 11:07:25 AM,0.00
303,08/12/25 11:12:25 AM,0.00
304,08/12/25 11:17:25 AM,0.00
305,08/12/25 11:22:25 AM,0.00
306,08/12/25 11:27:25 AM,0.00
307,08/12/25 11:32:25 AM,0.00
308,08/12/25 11:37:25 AM,0.00
309,08/12/25 11:42:25 AM,0.00
310,08/12/25 11:47:25 AM,0.00
311,08/12/25 11:52:25 AM,0.00
312,08/12/25 11:57:25 AM,0.00
313,08/12/25 12:02:25 PM,0.00
314,08/12/25 12:07:25 PM,0.00
315,08/12/25 12:12:25 PM,0.00
316,08/12/25 12:17:25 PM,0.00
317,08/12/25 12:22:25 PM,0.00
318,08/12/25 12:27:25 PM,0.00
319,08/12/25 12:32:25 PM,0.00
320,08/12/25 12:37:25 PM,0.00
321,08/12/25 12:42:25 PM,0.00
322,08/12/25 12:47:25 PM,0.00
323,08/12/25 12:52:25 PM,0.00
324,08/12/25 12:57:25 PM,0.00
325,08/12/25 01:02:25 PM,0.00
326,08/12/25 01:07:25 PM,0.00
327,08/12/25 01:12:25 PM,0.00
328,08/12/25 01:17:25 PM,0.00
329,08/12/25 01:22:25 PM,0.00
330,08/12/25 01:27:25 PM,0.00
331,08/12/25 01:32:25 PM,0.00
332,08/12/25 01:37:25 PM,0.00
333,08/12/25 01:42:25 PM,0.00
334,08/12/25 01:47:25 PM,0.00
335,08/12/25 01:52:25 PM,0.00
336,08/12/25 01:57:25 PM,0.00
337,08/12/25 02:02:25 PM,0.00
338,08/12/25 02:07:25 PM,0.00
339,08/12/25 02:12:25 PM,0.00
340,08/12/25 02:17:25 PM,0.00
341,08/12/25 02:22:25 PM,0.00
342,08/12/25 02:27:25 PM,0.00
343,08/12/25 02:32:25 PM,0.00
344,08/12/25 02:37:25 PM,0.00
345,08/12/25 02:42:25 PM,0.00
346,08/12/25 02:47:25 PM,0.00
347,08/12/25 02:52:25 PM,0.00
348,08/12/25 02:57:25 PM,0.00
349,08/12/25 03:02:25 PM,0.00
350,08/12/25 03:07:25 PM,0.00
351,08/12/25 03:12:25 PM,0.00
352,08/12/25 03:17:25 PM,0.00
353,08/12/25 03:22:25 PM,0.00
354,08/12/25 03:27:25 PM,0.00
355,08/12/25 03:32:25 PM,0.00
356,08/12/25 03:37:25 PM,0.00
357,08/12/25 03:42:25 PM,0.00
358,08/12/25 03:47:25 PM,0.00
359,08/12/25 03:52:25 PM,0.00
360,08/12/25 03:57:25 PM,0.00
361,08/12/25 04:02:25 PM,0.00
362,08/12/25 04:07:25 PM,0.00
363,08/12/25 04:12:25 PM,0.00
364,08/12/25 04:17:25 PM,0.00
365,08/12/25 04:22:25 PM,0.00
366,08/12/25 04:27:25 PM,0.00
367,08/12/25 04:32:25 PM,0.00
368,08/12/25 04:37:25 PM,0.00
369,08/12/25 04:42:25 PM,0.00
370,08/12/25 04:47:25 PM,0.00
371,08/12/25 04:52:25 PM,0.00
372,08/12/25 04:57:25 PM,0.00
373,08/12/25 05:02:25 PM,0.00
374,08/12/25 05:07:25 PM,0.00
375,08/12/25 05:12:25 PM,0.00
376,08/12/25 05:17:25 PM,0.00
377,08/12/25 05:22:25 PM,0.00
378,08/12/25 05:27:25 PM,0.00
379,08/12/25 05:32:25 PM,0.00
380,08/12/25 05:37:25 PM,0.00
381,08/12/25 05:42:25 PM,0.00
382,08/12/25 05:47:25 PM,0.00
383,08/12/25 05:52:25 PM,0.00
384,08/12/25 05:57:25 PM,0.00
385,08/12/25 06:02:25 PM,0.00
386,08/12/25 06:07:25 PM,0.00
387,08/12/25 06:12:25 PM,0.00
388,08/12/25 06:17:25 PM,0.00
389,08/12/25 06:22:25 PM,0.00
390,08/12/25 06:27:25 PM,0.00
391,08/12/25 06:32:25 PM,0.00
392,08/12/25 06:37:25 PM,0.00
393,08/12/25 06:42:25 PM,0.00
394,08/12/25 06:47:25 PM,0.00
395,08/12/25 06:52:25 PM,0.00
396,08/12/25 06:57:25 PM,0.00
397,08/12/25 07:02:25 PM,0.00
398,08/12/25 07:07:25 PM,0.00
399,08/12/25 07:12:25 PM,0.00
400,08/12/25 07:17:25 PM,0.00
401,08/12/25 07:22:25 PM,0.00
402,08/12/25 07:27:25 PM,0.00
403,08/12/25 07:32:25 PM,0.00
404,08/12/25 07:37:25 PM,0.00
405,08/12/25 07:42:25 PM,0.00
406,08/12/25 07:47:25 PM,0.00
407,08/12/25 07:52:25 PM,0.00
408,08/12/25 07:57:25 PM,0.00
409,08/12/25 08:02:25 PM,0.00
410,08/12/25 08:07:25 PM,0.00
411,08/12/25 08:12:25 PM,0.00
412,08/12/25 08:17:25 PM,0.00
413,08/12/25 08:22:25 PM,0.00
414,08/12/25 08:27:25 PM,0.00
415,08/12/25 08:32:25 PM,0.00
416,08/12/25 08:37:25 PM,0.00
417,08/12/25 08:42:25 PM,0.00
418,08/12/25 08:47:25 PM,0.00
419,08/12/25 08:52:25 PM,0.00
420,08/12/25 08:57:25 PM,0.00
421,08/12/25 09:02:25 PM,0.00
422,08/12/25 09:07:25 PM,0.00
423,08/12/25 09:12:25 PM,0.00
424,08/12/25 09:17:25 PM,0.00
425,08/12/25 09:22:25 PM,0.00
426,08/12/25 09:27:25 PM,0.00
427,08/12/25 09:32:25 PM,0.00
428,08/12/25 09:37:25 PM,0.00
429,08/12/25 09:42:25 PM,0.00
430,08/12/25 09:47:25 PM,0.00
431,08/12/25 09:52:25 PM,0.00
432,08/12/25 09:57:25 PM,0.00
433,08/12/25 10:02:25 PM,0.00
434,08/12/25 10:07:25 PM,0.00
435,08/12/25 10:12:25 PM,0.00
436,08/12/25 10:17:25 PM,0.00
437,08/12/25 10:22:25 PM,0.00
438,08/12/25 10:27:25 PM,0.00
439,08/12/25 10:32:25 PM,0.00
440,08/12/25 10:37:25 PM,0.00
441,08/12/25 10:42:25 PM,0.00
442,08/12/25 10:47:25 PM,0.00
443,08/12/25 10:52:25 PM,0.00
444,08/12/25 10:57:25 PM,0.00
445,08/12/25 11:02:25 PM,0.00
446,08/12/25 11:07:25 PM,0.00
447,08/12/25 11:12:25 PM,0.00
448,08/12/25 11:17:25 PM,0.00
449,08/12/25 11:22:25 PM,0.00
450,08/12/25 11:27:25 PM,0.00
451,08/12/25 11:32:25 PM,0.00
452,08/12/25 11:37:25 PM,0.00
453,08/12/25 11:42:25 PM,0.00
454,08/12/25 11:47:25 PM,0.00
455,08/12/25 11:52:25 PM,0.00
456,08/12/25 11:57:25 PM,0.00
457,08/13/25 12:02:25 AM,0.00
458,08/13/25 12:07:25 AM,0.00
459,08/13/25 12:12:25 AM,0.00
460,08/13/25 12:17:25 AM,0.00
461,08/13/25 12:22:25 AM,0.00
462,08/13/25 12:27:25 AM,0.00
463,08/13/25 12:32:25 AM,0.00
464,08/13/25 12:37:25 AM,0.00
465,08/13/25 12:42:25 AM,0.00
466,08/13/25 12:47:25 AM,0.00
467,08/13/25 12:52:25 AM,0.00
468,08/13/25 12:57:25 AM,0.00
469,08/13/25 01:02:25 AM,0.00
470,08/13/25 01:07:25 AM,0.00
471,08/13/25 01:12:25 AM,0.00
472,08/13/25 01:17:25 AM,0.00
473,08/13/25 01:22:25 AM,0.00
474,08/13/25 01:27:25 AM,0.00
475,08/13/25 01:32:25 AM,0.00
476,08/13/25 01:37:25 AM,0.00
477,08/13/25 01:42:25 AM,0.00
478,08/13/25 01:47:25 AM,0.00
479,08/13/25 01:52:25 AM,0.00
480,08/13/25 01:57:25 AM,0.00
481,08/13/25 02:02:25 AM,0.00
482,08/13/25 02:07:25 AM,0.00
483,08/13/25 02:12:25 AM,0.00
484,08/13/25 02:17:25 AM,0.00
485,08/13/25 02:22:25 AM,0.00
486,08/13/25 02:27:25 AM,0.00
487,08/13/25 02:32:25 AM,0.00
488,08/13/25 02:37:25 AM,0.00
489,08/13/25 02:42:25 AM,0.00
490,08/13/25 02:47:25 AM,0.00
491,08/13/25 02:52:25 AM,0.00
492,08/13/25 02:57:25 AM,0.00
493,08/13/25 03:02:25 AM,0.00
494,08/13/25 03:07:25 AM,0.00
495,08/13/25 03:12:25 AM,0.00
496,08/13/25 03:17:25 AM,0.00
497,08/13/25 03:22:25 AM,0.00
498,08/13/25 03:27:25 AM,0.00
499,08/13/25 03:32:25 AM,0.00
500,08/13/25 03:37:25 AM,0.00
501,08/13/25 03:42:25 AM,0.00
502,08/13/25 03:47:25 AM,0.00
503,08/13/25 03:52:25 AM,0.00
504,08/13/25 03:57:25 AM,0.00
505,08/13/25 04:02:25 AM,0.00
506,08/13/25 04:07:25 AM,0.00
507,08/13/25 04:12:25 AM,0.00
508,08/13/25 04:17:25 AM,0.00
509,08/13/25 04:22:25 AM,0.00
510,08/13/25 04:27:25 AM,0.00
511,08/13/25 04:32:25 AM,0.00
512,08/13/25 04:37:25 AM,0.00
513,08/13/25 04:42:25 AM,0.00
514,08/13/25 04:47:25 AM,0.00
515,08/13/25 04:52:25 AM,0.00
516,08/13/25 04:57:25 AM,0.00
517,08/13/25 05:02:25 AM,0.00
518,08/13/25 05:07:25 AM,0.00
519,08/13/25 05:12:25 AM,0.00
520,08/13/25 05:17:25 AM,0.00
521,08/13/25 05:22:25 AM,0.00
522,08/13/25 05:27:25 AM,0.00
523,08/13/25 05:32:25 AM,0.00
524,08/13/25 05:37:25 AM,0.00
525,08/13/25 05:42:25 AM,0.00
526,08/13/25 05:47:25 AM,0.00
527,08/13/25 05:52:25 AM,0.00
528,08/13/25 05:57:25 AM,0.00
529,08/13/25 06:02:25 AM,0.00
530,08/13/25 06:07:25 AM,0.00
531,08/13/25 06:12:25 AM,0.00
532,08/13/25 06:17:25 AM,0.00
533,08/13/25 06:22:25 AM,0.00
534,08/13/25 06:27:25 AM,0.00
535,08/13/25 06:32:25 AM,0.00
536,08/13/25 06:37:25 AM,0.00
537,08/13/25 06:42:25 AM,0.00
538,08/13/25 06:47:25 AM,0.00
539,08/13/25 06:52:25 AM,0.00
540,08/13/25 06:57:25 AM,0.00
541,08/13/25 07:02:25 AM,0.00
542,08/13/25 07:07:25 AM,0.00
543,08/13/25 07:12:25 AM,0.00
544,08/13/25 07:17:25 AM,0.00
545,08/13/25 07:22:25 AM,0.00
546,08/13/25 07:27:25 AM,0.00
547,08/13/25 07:32:25 AM,0.00
548,08/13/25 07:37:25 AM,0.00
549,08/13/25 07:42:25 AM,0.00
550,08/13/25 07:47:25 AM,0.00
551,08/13/25 07:52:25 AM,0.00
552,08/13/25 07:57:25 AM,0.00
553,08/13/25 08:02:25 AM,0.00
554,08/13/25 08:07:25 AM,0.00
555,08/13/25 08:12:25 AM,0.00
556,08/13/25 08:17:25 AM,0.00
557,08/13/25 08:22:25 AM,0.00
558,08/13/25 08:27:25 AM,0.00
559,08/13/25 08:32:25 AM,0.00
560,08/13/25 08:37:25 AM,0.00
561,08/13/25 08:42:25 AM,0.00
562,08/13/25 08:47:25 AM,0.00
563,08/13/25 08:52:25 AM,0.00
564,08/13/25 08:57:25 AM,0.00
565,08/13/25 09:02:25 AM,0.00
566,08/13/25 09:07:25 AM,0.00
567,08/13/25 09:12:25 AM,0.00
568,08/13/25 09:17:25 AM,0.00
569,08/13/25 09:22:25 AM,0.00
570,08/13/25 09:27:25 AM,0.00
571,08/13/25 09:32:25 AM,0.00
572,08/13/25 09:37:25 AM,0.00
573,08/13/25 09:42:25 AM,0.00
574,08/13/25 09:47:25 AM,0.00
575,08/13/25 09:52:25 AM,0.00
576,08/13/25 09:57:25 AM,0.00
577,08/13/25 10:02:25 AM,0.00
578,08/13/25 10:07:25 AM,0.00
579,08/13/25 10:12:25 AM,0.00
580,08/13/25 10:17:25 AM,0.00
581,08/13/25 10:22:25 AM,0.00
582,08/13/25 10:27:25 AM,0.00
583,08/13/25 10:32:25 AM,0.00
584,08/13/25 10:37:25 AM,0.00
585,08/13/25 10:42:25 AM,0.00
586,08/13/25 10:47:25 AM,0.00
587,08/13/25 10:52:25 AM,0.00
588,08/13/25 10:57:25 AM,0.00
589,08/13/25 11:02:25 AM,0.00
590,08/13/25 11:07:25 AM,0.00
591,08/13/25 11:12:25 AM,0.00
592,08/13/25 11:17:25 AM,0.00
593,08/13/25 11:22:25 AM,0.00
594,08/13/25 11:27:25 AM,0.00
595,08/13/25 11:32:25 AM,0.00
596,08/13/25 11:37:25 AM,0.00
597,08/13/25 11:42:25 AM,0.00
598,08/13/25 11:47:25 AM,0.00
599,08/13/25 11:52:25 AM,0.00
600,08/13/25 11:57:25 AM,0.00
601,08/13/25 12:02:25 PM,0.00
602,08/13/25 12:07:25 PM,0.00
603,08/13/25 12:12:25 PM,0.00
604,08/13/25 12:17:25 PM,0.00
605,08/13/25 12:22:25 PM,0.00
606,08/13/25 12:27:25 PM,0.00
607,08/13/25 12:32:25 PM,0.00
608,08/13/25 12:37:25 PM,0.00
609,08/13/25 12:42:25 PM,0.00
610,08/13/25 12:47:25 PM,0.00
611,08/13/25 12:52:25 PM,0.00
612,08/13/25 12:57:25 PM,0.00
613,08/13/25 01:02:25 PM,0.00
614,08/13/25 01:07:25 PM,0.00
615,08/13/25 01:12:25 PM,0.00
616,08/13/25 01:17:25 PM,0.00
617,08/13/25 01:22:25 PM,0.00
618,08/13/25 01:27:25 PM,0.00
619,08/13/25 01:32:25 PM,0.00
620,08/13/25 01:37:25 PM,0.00
621,08/13/25 01:42:25 PM,0.00
622,08/13/25 01:47:25 PM,0.00
623,08/13/25 01:52:25 PM,0.00
624,08/13/25 01:57:25 PM,0.00
625,08/13/25 02:02:25 PM,0.00
626,08/13/25 02:07:25 PM,0.00
627,08/13/25 02:12:25 PM,0.00
628,08/13/25 02:17:25 PM,0.00
629,08/13/25 02:22:25 PM,0.00
630,08/13/25 02:27:25 PM,0.00
631,08/13/25 02:32:25 PM,0.00
632,08/13/25 02:37:25 PM,0.00
633,08/13/25 02:42:25 PM,0.00
634,08/13/25 02:47:25 PM,0.00
635,08/13/25 02:52:25 PM,0.00
636,08/13/25 02:57:25 PM,0.00
637,08/13/25 03:02:25 PM,0.00
638,08/13/25 03:07:25 PM,0.00
639,08/13/25 03:12:25 PM,0.00
640,08/13/25 03:17:25 PM,0.00
641,08/13/25 03:22:25 PM,0.00
642,08/13/25 03:27:25 PM,0.00
643,08/13/25 03:32:25 PM,0.00
644,08/13/25 03:37:25 PM,0.00
645,08/13/25 03:42:25 PM,0.00
646,08/13/25 03:47:25 PM,0.00
647,08/13/25 03:52:25 PM,0.00
648,08/13/25 03:57:25 PM,0.00
649,08/13/25 04:02:25 PM,0.00
650,08/13/25 04:07:25 PM,0.00
651,08/13/25 04:12:25 PM,0.00
652,08/13/25 04:17:25 PM,0.00
653,08/13/25 04:22:25 PM,0.00
654,08/13/25 04:27:25 PM,0.00
655,08/13/25 04:32:25 PM,0.00
656,08/13/25 04:37:25 PM,0.00
657,08/13/25 04:42:25 PM,0.00
658,08/13/25 04:47:25 PM,0.00
659,08/13/25 04:52:25 PM,0.00
