"Título de trazado: Estacion1"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, mm (LGR S/N: 21471862, SEN S/N: 21560958)"
92,03/08/23 15:45:42,0.00
93,03/08/23 15:50:42,0.00
94,03/08/23 15:55:42,0.00
95,03/08/23 16:00:42,0.00
96,03/08/23 16:05:42,0.00
97,03/08/23 16:10:42,0.00
98,03/08/23 16:15:42,0.00
99,03/08/23 16:20:42,0.00
100,03/08/23 16:25:42,0.00
101,03/08/23 16:30:42,0.00
102,03/08/23 16:35:42,0.00
103,03/08/23 16:40:42,0.00
104,03/08/23 16:45:42,0.00
105,03/08/23 16:50:42,0.00
106,03/08/23 16:55:42,0.00
107,03/08/23 17:00:42,0.00
108,03/08/23 17:05:42,0.00
109,03/08/23 17:10:42,0.00
110,03/08/23 17:15:42,0.00
111,03/08/23 17:20:42,0.00
112,03/08/23 17:25:42,0.00
113,03/08/23 17:30:42,0.00
114,03/08/23 17:35:42,0.00
115,03/08/23 17:40:42,0.00
116,03/08/23 17:45:42,0.00
117,03/08/23 17:50:42,0.00
118,03/08/23 17:55:42,0.00
119,03/08/23 18:00:42,0.00
120,03/08/23 18:05:42,0.00
121,03/08/23 18:10:42,0.00
122,03/08/23 18:15:42,0.00
123,03/08/23 18:20:42,0.00
124,03/08/23 18:25:42,0.00
125,03/08/23 18:30:42,0.00
126,03/08/23 18:35:42,0.00
127,03/08/23 18:40:42,0.00
128,03/08/23 18:45:42,0.00
129,03/08/23 18:50:42,0.00
130,03/08/23 18:55:42,0.00
131,03/08/23 19:00:42,0.00
132,03/08/23 19:05:42,0.00
133,03/08/23 19:10:42,0.00
134,03/08/23 19:15:42,0.00
135,03/08/23 19:20:42,0.00
136,03/08/23 19:25:42,0.00
137,03/08/23 19:30:42,0.00
138,03/08/23 19:35:42,0.00
139,03/08/23 19:40:42,0.00
140,03/08/23 19:45:42,0.00
141,03/08/23 19:50:42,0.00
142,03/08/23 19:55:42,0.00
143,03/08/23 20:00:42,0.00
144,03/08/23 20:05:42,0.00
145,03/08/23 20:10:42,0.00
146,03/08/23 20:15:42,0.00
147,03/08/23 20:20:42,0.00
148,03/08/23 20:25:42,0.00
149,03/08/23 20:30:42,0.00
150,03/08/23 20:35:42,0.00
151,03/08/23 20:40:42,0.00
152,03/08/23 20:45:42,0.00
153,03/08/23 20:50:42,0.00
154,03/08/23 20:55:42,0.00
155,03/08/23 21:00:42,0.00
156,03/08/23 21:05:42,0.00
157,03/08/23 21:10:42,0.00
158,03/08/23 21:15:42,0.00
159,03/08/23 21:20:42,0.00
160,03/08/23 21:25:42,0.00
161,03/08/23 21:30:42,0.00
162,03/08/23 21:35:42,0.00
163,03/08/23 21:40:42,0.00
164,03/08/23 21:45:42,0.00
165,03/08/23 21:50:42,0.00
166,03/08/23 21:55:42,0.00
167,03/08/23 22:00:42,0.00
168,03/08/23 22:05:42,0.00
169,03/08/23 22:10:42,0.00
170,03/08/23 22:15:42,0.00
171,03/08/23 22:20:42,0.00
172,03/08/23 22:25:42,0.00
173,03/08/23 22:30:42,0.00
174,03/08/23 22:35:42,0.00
175,03/08/23 22:40:42,0.00
176,03/08/23 22:45:42,0.00
177,03/08/23 22:50:42,0.00
178,03/08/23 22:55:42,0.00
179,03/08/23 23:00:42,0.00
180,03/08/23 23:05:42,0.00
181,03/08/23 23:10:42,0.00
182,03/08/23 23:15:42,0.00
183,03/08/23 23:20:42,0.00
184,03/08/23 23:25:42,0.00
185,03/08/23 23:30:42,0.00
186,03/08/23 23:35:42,0.00
187,03/08/23 23:40:42,0.00
188,03/08/23 23:45:42,0.00
189,03/08/23 23:50:42,0.00
190,03/08/23 23:55:42,0.00
191,03/09/23 00:00:42,0.00
192,03/09/23 00:05:42,0.00
193,03/09/23 00:10:42,0.00
194,03/09/23 00:15:42,0.00
195,03/09/23 00:20:42,0.00
196,03/09/23 00:25:42,0.00
197,03/09/23 00:30:42,0.00
198,03/09/23 00:35:42,0.00
199,03/09/23 00:40:42,0.00
200,03/09/23 00:45:42,0.00
201,03/09/23 00:50:42,0.00
202,03/09/23 00:55:42,0.00
203,03/09/23 01:00:42,0.00
204,03/09/23 01:05:42,0.00
205,03/09/23 01:10:42,0.00
206,03/09/23 01:15:42,0.00
207,03/09/23 01:20:42,0.00
208,03/09/23 01:25:42,0.00
209,03/09/23 01:30:42,0.00
210,03/09/23 01:35:42,0.00
211,03/09/23 01:40:42,0.00
212,03/09/23 01:45:42,0.00
213,03/09/23 01:50:42,0.00
214,03/09/23 01:55:42,0.00
215,03/09/23 02:00:42,0.00
216,03/09/23 02:05:42,0.00
217,03/09/23 02:10:42,0.00
218,03/09/23 02:15:42,0.00
219,03/09/23 02:20:42,0.00
220,03/09/23 02:25:42,0.00
221,03/09/23 02:30:42,0.00
222,03/09/23 02:35:42,0.00
223,03/09/23 02:40:42,0.00
224,03/09/23 02:45:42,0.00
225,03/09/23 02:50:42,0.00
226,03/09/23 02:55:42,0.00
227,03/09/23 03:00:42,0.00
228,03/09/23 03:05:42,0.00
229,03/09/23 03:10:42,0.00
230,03/09/23 03:15:42,0.00
231,03/09/23 03:20:42,0.00
232,03/09/23 03:25:42,0.00
233,03/09/23 03:30:42,0.00
234,03/09/23 03:35:42,0.00
235,03/09/23 03:40:42,0.00
236,03/09/23 03:45:42,0.00
237,03/09/23 03:50:42,0.00
238,03/09/23 03:55:42,0.00
239,03/09/23 04:00:42,0.00
240,03/09/23 04:05:42,0.00
241,03/09/23 04:10:42,0.00
242,03/09/23 04:15:42,0.00
243,03/09/23 04:20:42,0.00
244,03/09/23 04:25:42,0.00
245,03/09/23 04:30:42,0.00
246,03/09/23 04:35:42,0.00
247,03/09/23 04:40:42,0.00
248,03/09/23 04:45:42,0.00
249,03/09/23 04:50:42,0.00
250,03/09/23 04:55:42,0.00
251,03/09/23 05:00:42,0.00
252,03/09/23 05:05:42,0.00
253,03/09/23 05:10:42,0.00
254,03/09/23 05:15:42,0.00
255,03/09/23 05:20:42,0.00
256,03/09/23 05:25:42,0.00
257,03/09/23 05:30:42,0.00
258,03/09/23 05:35:42,0.00
259,03/09/23 05:40:42,0.00
260,03/09/23 05:45:42,0.00
261,03/09/23 05:50:42,0.00
262,03/09/23 05:55:42,0.00
263,03/09/23 06:00:42,0.00
264,03/09/23 06:05:42,0.00
265,03/09/23 06:10:42,0.00
266,03/09/23 06:15:42,0.00
267,03/09/23 06:20:42,0.00
268,03/09/23 06:25:42,0.00
269,03/09/23 06:30:42,0.00
270,03/09/23 06:35:42,0.00
271,03/09/23 06:40:42,0.00
272,03/09/23 06:45:42,0.00
273,03/09/23 06:50:42,0.00
274,03/09/23 06:55:42,0.00
275,03/09/23 07:00:42,0.00
276,03/09/23 07:05:42,0.00
277,03/09/23 07:10:42,0.00
278,03/09/23 07:15:42,0.00
279,03/09/23 07:20:42,0.00
280,03/09/23 07:25:42,0.00
281,03/09/23 07:30:42,0.00
282,03/09/23 07:35:42,0.00
283,03/09/23 07:40:42,0.00
284,03/09/23 07:45:42,0.00
285,03/09/23 07:50:42,0.00
286,03/09/23 07:55:42,0.00
287,03/09/23 08:00:42,0.00
288,03/09/23 08:05:42,0.00
289,03/09/23 08:10:42,0.00
290,03/09/23 08:15:42,0.00
291,03/09/23 08:20:42,0.00
292,03/09/23 08:25:42,0.00
293,03/09/23 08:30:42,0.00
294,03/09/23 08:35:42,0.00
295,03/09/23 08:40:42,0.00
296,03/09/23 08:45:42,0.00
297,03/09/23 08:50:42,0.00
298,03/09/23 08:55:42,0.00
299,03/09/23 09:00:42,0.00
300,03/09/23 09:05:42,0.00
301,03/09/23 09:10:42,0.00
302,03/09/23 09:15:42,0.00
303,03/09/23 09:20:42,0.00
304,03/09/23 09:25:42,0.00
305,03/09/23 09:30:42,0.00
306,03/09/23 09:35:42,0.00
307,03/09/23 09:40:42,0.00
308,03/09/23 09:45:42,0.00
309,03/09/23 09:50:42,0.00
310,03/09/23 09:55:42,0.00
311,03/09/23 10:00:42,0.00
312,03/09/23 10:05:42,0.00
313,03/09/23 10:10:42,0.00
314,03/09/23 10:15:42,0.00
315,03/09/23 10:20:42,0.00
316,03/09/23 10:25:42,0.00
317,03/09/23 10:30:42,0.00
318,03/09/23 10:35:42,0.00
319,03/09/23 10:40:42,0.00
320,03/09/23 10:45:42,0.00
321,03/09/23 10:50:42,0.00
322,03/09/23 10:55:42,0.00
323,03/09/23 11:00:42,0.00
324,03/09/23 11:05:42,0.00
325,03/09/23 11:10:42,0.00
326,03/09/23 11:15:42,0.00
327,03/09/23 11:20:42,0.00
328,03/09/23 11:25:42,0.00
329,03/09/23 11:30:42,0.00
330,03/09/23 11:35:42,0.00
331,03/09/23 11:40:42,0.00
332,03/09/23 11:45:42,0.00
333,03/09/23 11:50:42,0.00
334,03/09/23 11:55:42,0.00
335,03/09/23 12:00:42,0.00
336,03/09/23 12:05:42,0.00
337,03/09/23 12:10:42,0.00
338,03/09/23 12:15:42,0.00
339,03/09/23 12:20:42,0.00
340,03/09/23 12:25:42,0.00
341,03/09/23 12:30:42,0.00
342,03/09/23 12:35:42,0.00
343,03/09/23 12:40:42,0.00
344,03/09/23 12:45:42,0.00
345,03/09/23 12:50:42,0.00
346,03/09/23 12:55:42,0.00
347,03/09/23 13:00:42,0.00
348,03/09/23 13:05:42,0.00
349,03/09/23 13:10:42,0.00
350,03/09/23 13:15:42,0.00
351,03/09/23 13:20:42,0.00
352,03/09/23 13:25:42,0.00
353,03/09/23 13:30:42,0.00
354,03/09/23 13:35:42,0.00
355,03/09/23 13:40:42,0.00
356,03/09/23 13:45:42,0.00
357,03/09/23 13:50:42,0.00
358,03/09/23 13:55:42,0.00
359,03/09/23 14:00:42,0.00
360,03/09/23 14:05:42,0.00
361,03/09/23 14:10:42,0.00
362,03/09/23 14:15:42,0.00
363,03/09/23 14:20:42,0.00
364,03/09/23 14:25:42,0.00
365,03/09/23 14:30:42,0.00
366,03/09/23 14:35:42,0.00
367,03/09/23 14:40:42,0.00
368,03/09/23 14:45:42,0.00
369,03/09/23 14:50:42,0.00
370,03/09/23 14:55:42,0.00
371,03/09/23 15:00:42,0.00
372,03/09/23 15:05:42,0.00
373,03/09/23 15:10:42,0.00
374,03/09/23 15:15:42,0.00
375,03/09/23 15:20:42,0.00
376,03/09/23 15:25:42,0.00
377,03/09/23 15:30:42,0.00
378,03/09/23 15:35:42,0.00
379,03/09/23 15:40:42,0.00
380,03/09/23 15:45:42,0.00
381,03/09/23 15:50:42,0.00
382,03/09/23 15:55:42,0.00
383,03/09/23 16:00:42,0.00
384,03/09/23 16:05:42,0.00
385,03/09/23 16:10:42,0.00
386,03/09/23 16:15:42,0.00
387,03/09/23 16:20:42,0.00
388,03/09/23 16:25:42,0.00
389,03/09/23 16:30:42,0.00
390,03/09/23 16:35:42,0.00
391,03/09/23 16:40:42,0.00
392,03/09/23 16:45:42,0.00
393,03/09/23 16:50:42,0.00
394,03/09/23 16:55:42,0.00
395,03/09/23 17:00:42,0.00
396,03/09/23 17:05:42,0.00
397,03/09/23 17:10:42,0.00
398,03/09/23 17:15:42,0.00
399,03/09/23 17:20:42,0.00
400,03/09/23 17:25:42,0.00
401,03/09/23 17:30:42,0.00
402,03/09/23 17:35:42,0.00
403,03/09/23 17:40:42,0.00
404,03/09/23 17:45:42,0.00
405,03/09/23 17:50:42,0.00
406,03/09/23 17:55:42,0.00
407,03/09/23 18:00:42,0.00
408,03/09/23 18:05:42,0.00
409,03/09/23 18:10:42,0.00
410,03/09/23 18:15:42,0.00
411,03/09/23 18:20:42,0.00
412,03/09/23 18:25:42,0.00
413,03/09/23 18:30:42,0.00
414,03/09/23 18:35:42,0.00
415,03/09/23 18:40:42,0.00
416,03/09/23 18:45:42,0.00
417,03/09/23 18:50:42,0.00
418,03/09/23 18:55:42,0.00
419,03/09/23 19:00:42,0.00
420,03/09/23 19:05:42,0.00
421,03/09/23 19:10:42,0.00
422,03/09/23 19:15:42,0.00
423,03/09/23 19:20:42,0.00
424,03/09/23 19:25:42,0.00
425,03/09/23 19:30:42,0.00
426,03/09/23 19:35:42,0.00
427,03/09/23 19:40:42,0.00
428,03/09/23 19:45:42,0.00
429,03/09/23 19:50:42,0.00
430,03/09/23 19:55:42,0.00
431,03/09/23 20:00:42,0.00
432,03/09/23 20:05:42,0.00
433,03/09/23 20:10:42,0.00
434,03/09/23 20:15:42,0.00
435,03/09/23 20:20:42,0.00
436,03/09/23 20:25:42,0.00
437,03/09/23 20:30:42,0.00
438,03/09/23 20:35:42,0.00
439,03/09/23 20:40:42,0.00
440,03/09/23 20:45:42,0.00
441,03/09/23 20:50:42,0.00
442,03/09/23 20:55:42,0.00
443,03/09/23 21:00:42,0.00
444,03/09/23 21:05:42,0.00
445,03/09/23 21:10:42,0.00
446,03/09/23 21:15:42,0.00
447,03/09/23 21:20:42,0.00
448,03/09/23 21:25:42,0.00
449,03/09/23 21:30:42,0.00
450,03/09/23 21:35:42,0.00
451,03/09/23 21:40:42,0.00
452,03/09/23 21:45:42,0.00
453,03/09/23 21:50:42,0.00
454,03/09/23 21:55:42,0.00
455,03/09/23 22:00:42,0.00
456,03/09/23 22:05:42,0.00
457,03/09/23 22:10:42,0.00
458,03/09/23 22:15:42,0.00
459,03/09/23 22:20:42,0.00
460,03/09/23 22:25:42,0.00
461,03/09/23 22:30:42,0.00
462,03/09/23 22:35:42,0.00
463,03/09/23 22:40:42,0.00
464,03/09/23 22:45:42,0.00
465,03/09/23 22:50:42,0.00
466,03/09/23 22:55:42,0.00
467,03/09/23 23:00:42,0.00
468,03/09/23 23:05:42,0.00
469,03/09/23 23:10:42,0.00
470,03/09/23 23:15:42,0.00
471,03/09/23 23:20:42,0.00
472,03/09/23 23:25:42,0.00
473,03/09/23 23:30:42,0.00
474,03/09/23 23:35:42,0.00
475,03/09/23 23:40:42,0.00
476,03/09/23 23:45:42,0.00
477,03/09/23 23:50:42,0.00
478,03/09/23 23:55:42,0.00
479,03/10/23 00:00:42,0.00
480,03/10/23 00:05:42,0.00
481,03/10/23 00:10:42,0.00
482,03/10/23 00:15:42,0.00
483,03/10/23 00:20:42,0.00
484,03/10/23 00:25:42,0.00
485,03/10/23 00:30:42,0.00
486,03/10/23 00:35:42,0.00
487,03/10/23 00:40:42,0.00
488,03/10/23 00:45:42,0.00
489,03/10/23 00:50:42,0.00
490,03/10/23 00:55:42,0.00
491,03/10/23 01:00:42,0.00
492,03/10/23 01:05:42,0.00
493,03/10/23 01:10:42,0.00
494,03/10/23 01:15:42,0.00
495,03/10/23 01:20:42,0.00
496,03/10/23 01:25:42,0.00
497,03/10/23 01:30:42,0.00
498,03/10/23 01:35:42,0.00
499,03/10/23 01:40:42,0.00
500,03/10/23 01:45:42,0.00
501,03/10/23 01:50:42,0.00
502,03/10/23 01:55:42,0.00
503,03/10/23 02:00:42,0.00
504,03/10/23 02:05:42,0.00
505,03/10/23 02:10:42,0.00
506,03/10/23 02:15:42,0.00
507,03/10/23 02:20:42,0.00
508,03/10/23 02:25:42,0.00
509,03/10/23 02:30:42,0.00
510,03/10/23 02:35:42,0.00
511,03/10/23 02:40:42,0.00
512,03/10/23 02:45:42,0.00
513,03/10/23 02:50:42,0.00
514,03/10/23 02:55:42,0.00
515,03/10/23 03:00:42,0.00
516,03/10/23 03:05:42,0.00
517,03/10/23 03:10:42,0.00
518,03/10/23 03:15:42,0.00
519,03/10/23 03:20:42,0.00
520,03/10/23 03:25:42,0.00
521,03/10/23 03:30:42,0.00
522,03/10/23 03:35:42,0.00
523,03/10/23 03:40:42,0.00
524,03/10/23 03:45:42,0.00
525,03/10/23 03:50:42,0.00
526,03/10/23 03:55:42,0.00
527,03/10/23 04:00:42,0.00
528,03/10/23 04:05:42,0.00
529,03/10/23 04:10:42,0.00
530,03/10/23 04:15:42,0.00
531,03/10/23 04:20:42,0.00
532,03/10/23 04:25:42,0.00
533,03/10/23 04:30:42,0.00
534,03/10/23 04:35:42,0.00
535,03/10/23 04:40:42,0.00
536,03/10/23 04:45:42,0.00
537,03/10/23 04:50:42,0.00
538,03/10/23 04:55:42,0.00
539,03/10/23 05:00:42,0.00
540,03/10/23 05:05:42,0.00
541,03/10/23 05:10:42,0.00
542,03/10/23 05:15:42,0.00
543,03/10/23 05:20:42,0.00
544,03/10/23 05:25:42,0.00
545,03/10/23 05:30:42,0.00
546,03/10/23 05:35:42,0.00
547,03/10/23 05:40:42,0.00
548,03/10/23 05:45:42,0.00
549,03/10/23 05:50:42,0.00
550,03/10/23 05:55:42,0.00
551,03/10/23 06:00:42,0.00
552,03/10/23 06:05:42,0.00
553,03/10/23 06:10:42,0.00
554,03/10/23 06:15:42,0.00
555,03/10/23 06:20:42,0.00
556,03/10/23 06:25:42,0.00
557,03/10/23 06:30:42,0.00
558,03/10/23 06:35:42,0.00
559,03/10/23 06:40:42,0.00
560,03/10/23 06:45:42,0.00
561,03/10/23 06:50:42,0.00
562,03/10/23 06:55:42,0.00
563,03/10/23 07:00:42,0.00
564,03/10/23 07:05:42,0.00
565,03/10/23 07:10:42,0.00
566,03/10/23 07:15:42,0.00
567,03/10/23 07:20:42,0.00
568,03/10/23 07:25:42,0.00
569,03/10/23 07:30:42,0.00
570,03/10/23 07:35:42,0.00
571,03/10/23 07:40:42,0.00
572,03/10/23 07:45:42,0.00
573,03/10/23 07:50:42,0.00
574,03/10/23 07:55:42,0.00
575,03/10/23 08:00:42,0.00
576,03/10/23 08:05:42,0.00
577,03/10/23 08:10:42,0.00
578,03/10/23 08:15:42,0.00
579,03/10/23 08:20:42,0.00
580,03/10/23 08:25:42,0.00
581,03/10/23 08:30:42,0.00
582,03/10/23 08:35:42,0.00
583,03/10/23 08:40:42,0.00
584,03/10/23 08:45:42,0.00
585,03/10/23 08:50:42,0.00
586,03/10/23 08:55:42,0.00
587,03/10/23 09:00:42,0.00
588,03/10/23 09:05:42,0.00
589,03/10/23 09:10:42,0.00
590,03/10/23 09:15:42,0.00
591,03/10/23 09:20:42,0.00
592,03/10/23 09:25:42,0.00
593,03/10/23 09:30:42,0.00
594,03/10/23 09:35:42,0.00
595,03/10/23 09:40:42,0.00
596,03/10/23 09:45:42,0.00
597,03/10/23 09:50:42,0.00
598,03/10/23 09:55:42,0.00
599,03/10/23 10:00:42,0.00
600,03/10/23 10:05:42,0.00
601,03/10/23 10:10:42,0.00
602,03/10/23 10:15:42,0.00
603,03/10/23 10:20:42,0.00
604,03/10/23 10:25:42,0.00
605,03/10/23 10:30:42,0.00
606,03/10/23 10:35:42,0.00
607,03/10/23 10:40:42,0.00
608,03/10/23 10:45:42,0.00
609,03/10/23 10:50:42,0.00
610,03/10/23 10:55:42,0.00
611,03/10/23 11:00:42,0.00
612,03/10/23 11:05:42,0.00
613,03/10/23 11:10:42,0.00
614,03/10/23 11:15:42,0.00
615,03/10/23 11:20:42,0.00
616,03/10/23 11:25:42,0.00
617,03/10/23 11:30:42,0.00
618,03/10/23 11:35:42,0.00
619,03/10/23 11:40:42,0.00
620,03/10/23 11:45:42,0.00
621,03/10/23 11:50:42,0.00
622,03/10/23 11:55:42,0.00
623,03/10/23 12:00:42,0.00
624,03/10/23 12:05:42,0.00
625,03/10/23 12:10:42,0.00
626,03/10/23 12:15:42,0.00
627,03/10/23 12:20:42,0.00
628,03/10/23 12:25:42,0.00
629,03/10/23 12:30:42,0.00
630,03/10/23 12:35:42,0.00
631,03/10/23 12:40:42,0.00
632,03/10/23 12:45:42,0.00
633,03/10/23 12:50:42,0.00
634,03/10/23 12:55:42,0.00
635,03/10/23 13:00:42,0.40
636,03/10/23 13:05:42,0.00
637,03/10/23 13:10:42,0.20
638,03/10/23 13:15:42,0.00
639,03/10/23 13:20:42,0.20
640,03/10/23 13:25:42,0.00
641,03/10/23 13:30:42,0.20
642,03/10/23 13:35:42,0.00
643,03/10/23 13:40:42,0.20
644,03/10/23 13:45:42,0.00
645,03/10/23 13:50:42,0.00
646,03/10/23 13:55:42,0.00
647,03/10/23 14:00:42,0.00
648,03/10/23 14:05:42,0.00
649,03/10/23 14:10:42,0.00
650,03/10/23 14:15:42,0.00
651,03/10/23 14:20:42,0.00
652,03/10/23 14:25:42,0.00
653,03/10/23 14:30:42,0.00
654,03/10/23 14:35:42,0.00
655,03/10/23 14:40:42,0.00
656,03/10/23 14:45:42,0.00
657,03/10/23 14:50:42,0.00
658,03/10/23 14:55:42,0.00
659,03/10/23 15:00:42,0.00
660,03/10/23 15:05:42,0.00
661,03/10/23 15:10:42,0.00
662,03/10/23 15:15:42,0.00
663,03/10/23 15:20:42,0.00
664,03/10/23 15:25:42,0.00
665,03/10/23 15:30:42,0.20
666,03/10/23 15:35:42,0.20
667,03/10/23 15:40:42,1.20
668,03/10/23 15:45:42,0.20
669,03/10/23 15:50:42,0.40
670,03/10/23 15:55:42,0.00
671,03/10/23 16:00:42,0.00
672,03/10/23 16:05:42,0.20
673,03/10/23 16:10:42,0.00
674,03/10/23 16:15:42,0.00
675,03/10/23 16:20:42,0.00
676,03/10/23 16:25:42,0.00
677,03/10/23 16:30:42,0.00
678,03/10/23 16:35:42,0.00
679,03/10/23 16:40:42,0.20
680,03/10/23 16:45:42,0.00
681,03/10/23 16:50:42,0.00
682,03/10/23 16:55:42,0.00
683,03/10/23 17:00:42,0.00
684,03/10/23 17:05:42,0.00
685,03/10/23 17:10:42,0.00
686,03/10/23 17:15:42,0.00
687,03/10/23 17:20:42,0.00
688,03/10/23 17:25:42,0.00
689,03/10/23 17:30:42,0.00
690,03/10/23 17:35:42,0.00
691,03/10/23 17:40:42,0.00
692,03/10/23 17:45:42,0.00
693,03/10/23 17:50:42,0.00
694,03/10/23 17:55:42,0.00
695,03/10/23 18:00:42,0.00
696,03/10/23 18:05:42,0.00
697,03/10/23 18:10:42,0.00
698,03/10/23 18:15:42,0.00
699,03/10/23 18:20:42,0.00
700,03/10/23 18:25:42,0.00
701,03/10/23 18:30:42,0.00
702,03/10/23 18:35:42,0.00
703,03/10/23 18:40:42,0.00
704,03/10/23 18:45:42,0.00
705,03/10/23 18:50:42,0.00
706,03/10/23 18:55:42,0.00
707,03/10/23 19:00:42,0.00
708,03/10/23 19:05:42,0.00
709,03/10/23 19:10:42,0.00
710,03/10/23 19:15:42,0.00
711,03/10/23 19:20:42,0.00
712,03/10/23 19:25:42,0.00
713,03/10/23 19:30:42,0.00
714,03/10/23 19:35:42,0.00
715,03/10/23 19:40:42,0.00
716,03/10/23 19:45:42,0.00
717,03/10/23 19:50:42,0.00
718,03/10/23 19:55:42,0.00
719,03/10/23 20:00:42,0.00
720,03/10/23 20:05:42,0.00
721,03/10/23 20:10:42,0.00
722,03/10/23 20:15:42,0.00
723,03/10/23 20:20:42,0.00
724,03/10/23 20:25:42,0.00
725,03/10/23 20:30:42,0.00
726,03/10/23 20:35:42,0.00
727,03/10/23 20:40:42,0.00
728,03/10/23 20:45:42,0.00
729,03/10/23 20:50:42,0.00
730,03/10/23 20:55:42,0.00
731,03/10/23 21:00:42,0.00
732,03/10/23 21:05:42,0.00
733,03/10/23 21:10:42,0.00
734,03/10/23 21:15:42,0.00
735,03/10/23 21:20:42,0.00
736,03/10/23 21:25:42,0.00
737,03/10/23 21:30:42,0.00
738,03/10/23 21:35:42,0.00
739,03/10/23 21:40:42,0.00
740,03/10/23 21:45:42,0.00
741,03/10/23 21:50:42,0.00
742,03/10/23 21:55:42,0.00
743,03/10/23 22:00:42,0.00
744,03/10/23 22:05:42,0.00
745,03/10/23 22:10:42,0.00
746,03/10/23 22:15:42,0.00
747,03/10/23 22:20:42,0.00
748,03/10/23 22:25:42,0.00
749,03/10/23 22:30:42,0.00
750,03/10/23 22:35:42,0.00
751,03/10/23 22:40:42,0.00
752,03/10/23 22:45:42,0.00
753,03/10/23 22:50:42,0.00
754,03/10/23 22:55:42,0.00
755,03/10/23 23:00:42,0.00
756,03/10/23 23:05:42,0.00
757,03/10/23 23:10:42,0.00
758,03/10/23 23:15:42,0.00
759,03/10/23 23:20:42,0.00
760,03/10/23 23:25:42,0.00
761,03/10/23 23:30:42,0.00
762,03/10/23 23:35:42,0.00
763,03/10/23 23:40:42,0.00
764,03/10/23 23:45:42,0.00
765,03/10/23 23:50:42,0.00
766,03/10/23 23:55:42,0.00
767,03/11/23 00:00:42,0.00
768,03/11/23 00:05:42,0.00
769,03/11/23 00:10:42,0.00
